Model,Epoch,Train Loss,Validation Loss,Train MSE,Validation MSE,Train MAE,Validation MAE
Deep LSTM,91,146.73350524902344,148.66787719726562,146.73350524902344,148.66787719726562,9.259824752807617,9.265509605407715
Deep LSTM,92,144.5715789794922,146.1168670654297,144.5715789794922,146.1168670654297,9.189358711242676,9.16891098022461
Deep LSTM,93,143.7114715576172,146.94554138183594,143.7114715576172,146.94554138183594,9.149618148803711,9.335770606994629
Deep LSTM,94,142.7969512939453,143.0267791748047,142.7969512939453,143.0267791748047,9.117820739746094,9.050066947937012
Deep LSTM,95,138.75730895996094,144.15289306640625,138.75730895996094,144.15289306640625,8.970608711242676,9.073569297790527
Deep LSTM,96,137.8750762939453,141.03250122070312,137.8750762939453,141.03250122070312,8.949193954467773,8.995863914489746
Deep LSTM,97,137.30303955078125,138.14768981933594,137.30303955078125,138.14768981933594,8.930328369140625,8.914329528808594
Deep LSTM,98,133.27838134765625,136.5822296142578,133.27838134765625,136.5822296142578,8.769506454467773,8.767394065856934
Deep LSTM,99,130.57351684570312,132.6439971923828,130.57351684570312,132.6439971923828,8.65139102935791,8.638579368591309
Deep LSTM,100,129.464111328125,133.39706420898438,129.464111328125,133.39706420898438,8.612715721130371,8.684102058410645
Deep LSTM,101,130.82537841796875,135.1588897705078,130.82537841796875,135.1588897705078,8.652056694030762,8.724590301513672
Deep LSTM,102,126.8323745727539,128.7634735107422,126.8323745727539,128.7634735107422,8.513253211975098,8.482372283935547
Deep LSTM,103,122.4665298461914,128.48513793945312,122.4665298461914,128.48513793945312,8.335108757019043,8.572375297546387
Deep LSTM,104,121.357421875,123.82283782958984,121.357421875,123.82283782958984,8.291792869567871,8.28980541229248
Deep LSTM,105,118.8671875,121.31228637695312,118.8671875,121.31228637695312,8.195581436157227,8.214787483215332
Deep LSTM,106,117.7708969116211,120.74393463134766,117.7708969116211,120.74393463134766,8.155913352966309,8.139547348022461
Deep LSTM,107,113.81989288330078,116.78894805908203,113.81989288330078,116.78894805908203,7.971042633056641,7.971925258636475
Deep LSTM,108,113.51458740234375,115.330078125,113.51458740234375,115.330078125,7.9956464767456055,7.921347141265869
Deep LSTM,109,108.89349365234375,113.31991577148438,108.89349365234375,113.31991577148438,7.785173416137695,7.828141212463379
Deep LSTM,110,108.2474365234375,112.54464721679688,108.2474365234375,112.54464721679688,7.752679347991943,7.82814884185791
Deep LSTM,111,107.2078857421875,110.53629302978516,107.2078857421875,110.53629302978516,7.7224836349487305,7.757394313812256
Deep LSTM,112,103.56309509277344,107.89125061035156,103.56309509277344,107.89125061035156,7.55364465713501,7.611893653869629
Deep LSTM,113,101.87688446044922,107.90805053710938,101.87688446044922,107.90805053710938,7.489629745483398,7.734115123748779
Deep LSTM,114,101.0261001586914,104.5100326538086,101.0261001586914,104.5100326538086,7.463231086730957,7.526878833770752
Deep LSTM,115,98.93660736083984,103.57022094726562,98.93660736083984,103.57022094726562,7.368065357208252,7.387722492218018
Deep LSTM,116,96.2892074584961,101.50111389160156,96.2892074584961,101.50111389160156,7.256093978881836,7.407933712005615
Deep LSTM,117,95.30705261230469,102.65702819824219,95.30705261230469,102.65702819824219,7.221996307373047,7.391091346740723
Deep LSTM,118,93.36502838134766,96.76095581054688,93.36502838134766,96.76095581054688,7.148727893829346,7.179609775543213
Deep LSTM,119,90.78907012939453,96.14159393310547,90.78907012939453,96.14159393310547,7.040133476257324,7.132293701171875
Deep LSTM,120,89.88898468017578,93.06294250488281,89.88898468017578,93.06294250488281,7.0029215812683105,7.0677595138549805
Deep LSTM,121,87.92440032958984,92.98021697998047,87.92440032958984,92.98021697998047,6.918374538421631,7.056166172027588
Deep LSTM,122,86.55032348632812,90.5116195678711,86.55032348632812,90.5116195678711,6.863542556762695,6.90720796585083
Deep LSTM,123,85.30026245117188,92.0157699584961,85.30026245117188,92.0157699584961,6.8170166015625,6.960326671600342
Deep LSTM,124,85.90255737304688,90.3126449584961,85.90255737304688,90.3126449584961,6.859942436218262,6.919556140899658
Deep LSTM,125,82.03838348388672,86.1437759399414,82.03838348388672,86.1437759399414,6.671092510223389,6.743957042694092
Deep LSTM,126,81.9025650024414,86.69396209716797,81.9025650024414,86.69396209716797,6.653911113739014,6.823814392089844
Deep LSTM,127,80.24172973632812,86.92504119873047,80.24172973632812,86.92504119873047,6.595987796783447,6.8211669921875
Deep LSTM,128,80.43830871582031,83.22621154785156,80.43830871582031,83.22621154785156,6.606762409210205,6.668324947357178
Deep LSTM,129,76.70013427734375,83.45945739746094,76.70013427734375,83.45945739746094,6.4320831298828125,6.599582195281982
Deep LSTM,130,76.03352355957031,83.7822494506836,76.03352355957031,83.7822494506836,6.405786991119385,6.677406311035156
Deep LSTM,131,75.62517547607422,80.001953125,75.62517547607422,80.001953125,6.37386417388916,6.533509731292725
Deep LSTM,132,74.1683120727539,88.96563720703125,74.1683120727539,88.96563720703125,6.32313346862793,6.888759136199951
Deep LSTM,133,74.71971130371094,80.99720001220703,74.71971130371094,80.99720001220703,6.346900463104248,6.500391006469727
Deep LSTM,134,73.21520233154297,77.60919189453125,73.21520233154297,77.60919189453125,6.279551982879639,6.345386028289795
Deep LSTM,135,70.6388168334961,76.23338317871094,70.6388168334961,76.23338317871094,6.153556823730469,6.294285297393799
Deep LSTM,136,70.99798583984375,76.61325073242188,70.99798583984375,76.61325073242188,6.180016994476318,6.3467535972595215
Deep LSTM,137,70.0908432006836,74.65413665771484,70.0908432006836,74.65413665771484,6.136728763580322,6.236372470855713
Deep LSTM,138,69.58043670654297,73.5145263671875,69.58043670654297,73.5145263671875,6.127253532409668,6.17576265335083
Deep LSTM,139,67.67491149902344,74.68388366699219,67.67491149902344,74.68388366699219,6.013004302978516,6.205183029174805
Deep LSTM,140,66.71106719970703,74.6104736328125,66.71106719970703,74.6104736328125,5.955080509185791,6.295296669006348
Deep LSTM,141,66.72005462646484,72.07592010498047,66.72005462646484,72.07592010498047,5.976016044616699,6.183452606201172
Deep LSTM,142,66.25068664550781,71.95635223388672,66.25068664550781,71.95635223388672,5.94157075881958,6.0758466720581055
Deep LSTM,143,64.59235382080078,71.0141830444336,64.59235382080078,71.0141830444336,5.867899417877197,6.042332172393799
Deep LSTM,144,64.24522399902344,68.53327941894531,64.24522399902344,68.53327941894531,5.84535026550293,5.929900169372559
Deep LSTM,145,63.82213592529297,69.7381820678711,63.82213592529297,69.7381820678711,5.813918590545654,5.998680114746094
Deep LSTM,146,61.69929504394531,70.97113037109375,61.69929504394531,70.97113037109375,5.712203025817871,6.054488658905029
Deep LSTM,147,63.71611785888672,69.56979370117188,63.71611785888672,69.56979370117188,5.808841228485107,5.979160308837891
Deep LSTM,148,61.782447814941406,66.50447845458984,61.782447814941406,66.50447845458984,5.701169013977051,5.863523006439209
Deep LSTM,149,60.95618438720703,67.53590393066406,60.95618438720703,67.53590393066406,5.6612701416015625,5.917026042938232
Deep LSTM,150,59.90994644165039,65.19917297363281,59.90994644165039,65.19917297363281,5.620159149169922,5.817325592041016
Bidirectional LSTM,1,4596.3828125,4478.55029296875,4596.3828125,4478.55029296875,60.48614501953125,59.376041412353516
Bidirectional LSTM,2,4477.94677734375,4366.58154296875,4477.94677734375,4366.58154296875,59.49864196777344,58.43301010131836
Bidirectional LSTM,3,4364.15283203125,4254.63818359375,4364.15283203125,4254.63818359375,58.548744201660156,57.47843551635742
Bidirectional LSTM,4,4254.74365234375,4144.54833984375,4254.74365234375,4144.54833984375,57.617977142333984,56.526832580566406
Bidirectional LSTM,5,4142.947265625,4037.650390625,4142.947265625,4037.650390625,56.65094757080078,55.58574676513672
Bidirectional LSTM,6,4037.68212890625,3935.493896484375,4037.68212890625,3935.493896484375,55.7324333190918,54.675018310546875
Bidirectional LSTM,7,3933.249267578125,3829.483642578125,3933.249267578125,3829.483642578125,54.80463409423828,53.715450286865234
Bidirectional LSTM,8,3826.424072265625,3724.650390625,3826.424072265625,3724.650390625,53.844722747802734,52.751285552978516
Bidirectional LSTM,9,3721.908935546875,3624.307373046875,3721.908935546875,3624.307373046875,52.88384246826172,51.81386184692383
Bidirectional LSTM,10,3622.55419921875,3528.04931640625,3622.55419921875,3528.04931640625,51.96595764160156,50.903785705566406
Bidirectional LSTM,11,3526.476318359375,3434.592529296875,3526.476318359375,3434.592529296875,51.06231689453125,50.00846481323242
Bidirectional LSTM,12,3433.132568359375,3343.529296875,3433.132568359375,3343.529296875,50.174129486083984,49.12720489501953
Bidirectional LSTM,13,3342.286376953125,3254.980712890625,3342.286376953125,3254.980712890625,49.302459716796875,48.25885009765625
Bidirectional LSTM,14,3253.79931640625,3168.580810546875,3253.79931640625,3168.580810546875,48.43595504760742,47.402076721191406
Bidirectional LSTM,15,3167.489501953125,3084.631591796875,3167.489501953125,3084.631591796875,47.590091705322266,46.55912780761719
Bidirectional LSTM,16,3083.341064453125,3002.398681640625,3083.341064453125,3002.398681640625,46.746612548828125,45.7244758605957
Bidirectional LSTM,17,3001.252685546875,2922.48095703125,3001.252685546875,2922.48095703125,45.921104431152344,44.90568542480469
Bidirectional LSTM,18,2921.17333984375,2844.3330078125,2921.17333984375,2844.3330078125,45.106143951416016,44.09739685058594
Bidirectional LSTM,19,2843.05615234375,2768.35888671875,2843.05615234375,2768.35888671875,44.301597595214844,43.30712890625
Bidirectional LSTM,20,2766.851318359375,2694.179931640625,2766.851318359375,2694.179931640625,43.513580322265625,42.528812408447266
Bidirectional LSTM,21,2692.3955078125,2621.834716796875,2692.3955078125,2621.834716796875,42.74026870727539,41.7664680480957
Bidirectional LSTM,22,2619.858154296875,2551.009033203125,2619.858154296875,2551.009033203125,41.97807693481445,41.01395034790039
Bidirectional LSTM,23,2548.94091796875,2481.050537109375,2548.94091796875,2481.050537109375,41.24006652832031,40.27095031738281
Bidirectional LSTM,24,2475.943115234375,2409.0224609375,2475.943115234375,2409.0224609375,40.46939468383789,39.50589370727539
Bidirectional LSTM,25,2405.463134765625,2341.234619140625,2405.463134765625,2341.234619140625,39.72938919067383,38.786956787109375
Bidirectional LSTM,26,2337.86865234375,2275.9013671875,2337.86865234375,2275.9013671875,39.01689147949219,38.09034729003906
Bidirectional LSTM,27,2272.351806640625,2212.35546875,2272.351806640625,2212.35546875,38.3332405090332,37.43130874633789
Bidirectional LSTM,28,2208.692626953125,2150.8173828125,2208.692626953125,2150.8173828125,37.6765251159668,36.79734802246094
Bidirectional LSTM,29,2146.828857421875,2090.657958984375,2146.828857421875,2090.657958984375,37.0359992980957,36.1731071472168
Bidirectional LSTM,30,2086.6796875,2032.393310546875,2086.6796875,2032.393310546875,36.41962432861328,35.587196350097656
Bidirectional LSTM,31,2028.1270751953125,1975.5394287109375,2028.1270751953125,1975.5394287109375,35.82538604736328,34.998619079589844
Bidirectional LSTM,32,1970.5323486328125,1919.232421875,1970.5323486328125,1919.232421875,35.22418212890625,34.40071487426758
Bidirectional LSTM,33,1914.5440673828125,1865.0777587890625,1914.5440673828125,1865.0777587890625,34.643280029296875,33.857295989990234
Bidirectional LSTM,34,1860.2816162109375,1812.8045654296875,1860.2816162109375,1812.8045654296875,34.09532165527344,33.31736755371094
Bidirectional LSTM,35,1807.47412109375,1761.32861328125,1807.47412109375,1761.32861328125,33.56593704223633,32.812137603759766
Bidirectional LSTM,36,1755.926025390625,1711.3409423828125,1755.926025390625,1711.3409423828125,33.04222106933594,32.31768798828125
Bidirectional LSTM,37,1705.6705322265625,1661.0040283203125,1705.6705322265625,1661.0040283203125,32.54237747192383,31.788055419921875
Bidirectional LSTM,38,1654.73974609375,1612.8836669921875,1654.73974609375,1612.8836669921875,31.975669860839844,31.28276252746582
Bidirectional LSTM,39,1606.86572265625,1566.212890625,1606.86572265625,1566.212890625,31.500776290893555,30.8164119720459
Bidirectional LSTM,40,1559.8218994140625,1520.03076171875,1559.8218994140625,1520.03076171875,31.01291275024414,30.321523666381836
Bidirectional LSTM,41,1513.7467041015625,1476.12939453125,1513.7467041015625,1476.12939453125,30.53892707824707,29.929948806762695
Bidirectional LSTM,42,1469.2542724609375,1433.270263671875,1469.2542724609375,1433.270263671875,30.08120346069336,29.503278732299805
Bidirectional LSTM,43,1426.5281982421875,1391.438232421875,1426.5281982421875,1391.438232421875,29.67020606994629,29.06444549560547
Bidirectional LSTM,44,1384.7327880859375,1350.7900390625,1384.7327880859375,1350.7900390625,29.244239807128906,28.65487289428711
Bidirectional LSTM,45,1343.884033203125,1311.2010498046875,1343.884033203125,1311.2010498046875,28.80744743347168,28.228347778320312
Bidirectional LSTM,46,1304.696533203125,1273.735595703125,1304.696533203125,1273.735595703125,28.413103103637695,27.910064697265625
Bidirectional LSTM,47,1266.7626953125,1236.390869140625,1266.7626953125,1236.390869140625,28.034542083740234,27.497230529785156
Bidirectional LSTM,48,1230.0181884765625,1200.798828125,1230.0181884765625,1200.798828125,27.659412384033203,27.15778350830078
Bidirectional LSTM,49,1193.4666748046875,1166.041259765625,1193.4666748046875,1166.041259765625,27.248815536499023,26.80900764465332
Bidirectional LSTM,50,1158.8021240234375,1132.7027587890625,1158.8021240234375,1132.7027587890625,26.88857078552246,26.469484329223633
Bidirectional LSTM,51,1125.158447265625,1100.5938720703125,1125.158447265625,1100.5938720703125,26.525596618652344,26.15699005126953
Bidirectional LSTM,52,1092.960205078125,1069.088134765625,1092.960205078125,1069.088134765625,26.209142684936523,25.839157104492188
Bidirectional LSTM,53,1061.3460693359375,1039.122802734375,1061.3460693359375,1039.122802734375,25.852216720581055,25.517333984375
Bidirectional LSTM,54,1031.9267578125,1010.7177734375,1031.9267578125,1010.7177734375,25.55670928955078,25.259618759155273
Bidirectional LSTM,55,1002.4497680664062,982.9801025390625,1002.4497680664062,982.9801025390625,25.22065544128418,24.96394920349121
Bidirectional LSTM,56,974.5126953125,955.39111328125,974.5126953125,955.39111328125,24.900794982910156,24.611726760864258
Bidirectional LSTM,57,943.5157470703125,921.9122314453125,943.5157470703125,921.9122314453125,24.457447052001953,24.099130630493164
Bidirectional LSTM,58,913.5343017578125,894.802001953125,913.5343017578125,894.802001953125,24.02423095703125,23.786758422851562
Bidirectional LSTM,59,885.9686889648438,866.2328491210938,885.9686889648438,866.2328491210938,23.68534278869629,23.399816513061523
Bidirectional LSTM,60,854.6002197265625,834.860595703125,854.6002197265625,834.860595703125,23.155529022216797,22.805870056152344
Bidirectional LSTM,61,826.0020751953125,807.4552001953125,826.0020751953125,807.4552001953125,22.736703872680664,22.42864990234375
Bidirectional LSTM,62,798.4695434570312,782.5999755859375,798.4695434570312,782.5999755859375,22.327112197875977,22.123870849609375
Bidirectional LSTM,63,774.8175048828125,760.6295776367188,774.8175048828125,760.6295776367188,22.03750228881836,21.86272430419922
Bidirectional LSTM,64,752.6492309570312,740.0328369140625,752.6492309570312,740.0328369140625,21.769195556640625,21.623441696166992
Bidirectional LSTM,65,731.7801513671875,718.8995361328125,731.7801513671875,718.8995361328125,21.516128540039062,21.355234146118164
Bidirectional LSTM,66,708.1024169921875,695.7904052734375,708.1024169921875,695.7904052734375,21.125932693481445,21.00459098815918
Bidirectional LSTM,67,686.6749267578125,670.760498046875,686.6749267578125,670.760498046875,20.822818756103516,20.490678787231445
Bidirectional LSTM,68,658.8518676757812,644.968994140625,658.8518676757812,644.968994140625,20.220651626586914,20.029935836791992
Bidirectional LSTM,69,636.7235107421875,624.890625,636.7235107421875,624.890625,19.897415161132812,19.692102432250977
Bidirectional LSTM,70,617.8247680664062,606.5469360351562,617.8247680664062,606.5469360351562,19.643421173095703,19.50596809387207
Bidirectional LSTM,71,599.9219360351562,590.7742919921875,599.9219360351562,590.7742919921875,19.393789291381836,19.256778717041016
Bidirectional LSTM,72,584.3599853515625,574.2339477539062,584.3599853515625,574.2339477539062,19.195402145385742,19.06081771850586
Bidirectional LSTM,73,568.9400024414062,559.971435546875,568.9400024414062,559.971435546875,18.996469497680664,18.872364044189453
Bidirectional LSTM,74,553.893310546875,545.8358154296875,553.893310546875,545.8358154296875,18.775230407714844,18.692066192626953
Bidirectional LSTM,75,540.1366577148438,532.2742309570312,540.1366577148438,532.2742309570312,18.595970153808594,18.476757049560547
Bidirectional LSTM,76,527.7169189453125,521.6836547851562,527.7169189453125,521.6836547851562,18.437423706054688,18.410032272338867
Bidirectional LSTM,77,515.0372924804688,508.1365051269531,515.0372924804688,508.1365051269531,18.24951934814453,18.176538467407227
Bidirectional LSTM,78,504.1402282714844,499.03790283203125,504.1402282714844,499.03790283203125,18.111635208129883,18.100950241088867
Bidirectional LSTM,79,492.59259033203125,483.1768493652344,492.59259033203125,483.1768493652344,17.94385528564453,17.774538040161133
Bidirectional LSTM,80,476.4654846191406,471.1909484863281,476.4654846191406,471.1909484863281,17.627689361572266,17.58820152282715
Bidirectional LSTM,81,466.1987609863281,461.3646240234375,466.1987609863281,461.3646240234375,17.482315063476562,17.464794158935547
Bidirectional LSTM,82,457.47149658203125,453.9838562011719,457.47149658203125,453.9838562011719,17.3806095123291,17.41228485107422
Bidirectional LSTM,83,448.3843688964844,443.8948669433594,448.3843688964844,443.8948669433594,17.252410888671875,17.248170852661133
Bidirectional LSTM,84,437.5249328613281,430.42706298828125,437.5249328613281,430.42706298828125,17.048524856567383,16.966960906982422
Bidirectional LSTM,85,425.79437255859375,421.88323974609375,425.79437255859375,421.88323974609375,16.837833404541016,16.83909034729004
Bidirectional LSTM,86,419.1679382324219,414.7805480957031,419.1679382324219,414.7805480957031,16.781661987304688,16.760818481445312
Bidirectional LSTM,87,411.89947509765625,407.7891540527344,411.89947509765625,407.7891540527344,16.675033569335938,16.661623001098633
Bidirectional LSTM,88,404.6018981933594,401.9331970214844,404.6018981933594,401.9331970214844,16.569686889648438,16.61258316040039
Bidirectional LSTM,89,397.8788757324219,393.92596435546875,397.8788757324219,393.92596435546875,16.47171401977539,16.44862174987793
Bidirectional LSTM,90,390.3961181640625,387.5275573730469,390.3961181640625,387.5275573730469,16.3342227935791,16.364316940307617
Bidirectional LSTM,91,384.5076599121094,381.90802001953125,384.5076599121094,381.90802001953125,16.25271224975586,16.288806915283203
Bidirectional LSTM,92,379.3599853515625,377.1724548339844,379.3599853515625,377.1724548339844,16.203237533569336,16.245548248291016
Bidirectional LSTM,93,374.0146789550781,372.5694274902344,374.0146789550781,372.5694274902344,16.119487762451172,16.176109313964844
Bidirectional LSTM,94,368.16888427734375,366.9961242675781,368.16888427734375,366.9961242675781,16.014585494995117,16.07529067993164
Bidirectional LSTM,95,363.8199462890625,362.9339599609375,363.8199462890625,362.9339599609375,15.950274467468262,16.026321411132812
Bidirectional LSTM,96,359.20330810546875,358.09124755859375,359.20330810546875,358.09124755859375,15.86217212677002,15.937529563903809
Bidirectional LSTM,97,355.35528564453125,354.17010498046875,355.35528564453125,354.17010498046875,15.804526329040527,15.886994361877441
Bidirectional LSTM,98,351.0950927734375,349.6744384765625,351.0950927734375,349.6744384765625,15.73665714263916,15.790822982788086
Bidirectional LSTM,99,347.2158203125,345.3578796386719,347.2158203125,345.3578796386719,15.662049293518066,15.703550338745117
Bidirectional LSTM,100,343.2049560546875,341.371826171875,343.2049560546875,341.371826171875,15.582963943481445,15.611356735229492
Bidirectional LSTM,101,338.6372375488281,338.695068359375,338.6372375488281,338.695068359375,15.478605270385742,15.560236930847168
Bidirectional LSTM,102,335.3955383300781,327.54559326171875,335.3955383300781,327.54559326171875,15.414715766906738,15.249319076538086
Bidirectional LSTM,103,321.8596496582031,320.41583251953125,321.8596496582031,320.41583251953125,15.027403831481934,15.097208976745605
Bidirectional LSTM,104,317.7834777832031,316.2525939941406,317.7834777832031,316.2525939941406,14.944841384887695,14.995579719543457
Bidirectional LSTM,105,313.9246520996094,313.624267578125,313.9246520996094,313.624267578125,14.863917350769043,14.967927932739258
Bidirectional LSTM,106,309.6629943847656,304.7624206542969,309.6629943847656,304.7624206542969,14.768590927124023,14.740093231201172
Bidirectional LSTM,107,294.3681335449219,292.9965515136719,294.3681335449219,292.9965515136719,14.30846118927002,14.350702285766602
Bidirectional LSTM,108,289.4854431152344,286.2503662109375,289.4854431152344,286.2503662109375,14.186509132385254,14.19105339050293
Bidirectional LSTM,109,286.5211486816406,285.4381103515625,286.5211486816406,285.4381103515625,14.138484001159668,14.210444450378418
Bidirectional LSTM,110,281.3036193847656,278.9715270996094,281.3036193847656,278.9715270996094,13.95655345916748,13.978483200073242
Bidirectional LSTM,111,278.01824951171875,275.9374084472656,278.01824951171875,275.9374084472656,13.916762351989746,13.95081615447998
Bidirectional LSTM,112,273.0997314453125,271.87261962890625,273.0997314453125,271.87261962890625,13.774563789367676,13.82108211517334
Bidirectional LSTM,113,270.32440185546875,268.5445251464844,270.32440185546875,268.5445251464844,13.717061996459961,13.749198913574219
Bidirectional LSTM,114,266.6755065917969,264.78466796875,266.6755065917969,264.78466796875,13.590742111206055,13.626791954040527
Bidirectional LSTM,115,262.60333251953125,262.01690673828125,262.60333251953125,262.01690673828125,13.482023239135742,13.571615219116211
Bidirectional LSTM,116,259.9732971191406,259.59661865234375,259.9732971191406,259.59661865234375,13.424663543701172,13.505289077758789
Bidirectional LSTM,117,256.3164367675781,255.32479858398438,256.3164367675781,255.32479858398438,13.311960220336914,13.386220932006836
Bidirectional LSTM,118,253.1411895751953,253.2443389892578,253.1411895751953,253.2443389892578,13.217778205871582,13.30602741241455
Bidirectional LSTM,119,251.23741149902344,250.60891723632812,251.23741149902344,250.60891723632812,13.164546966552734,13.239551544189453
Bidirectional LSTM,120,248.51943969726562,247.53599548339844,248.51943969726562,247.53599548339844,13.07409954071045,13.131049156188965
Bidirectional LSTM,121,245.88272094726562,246.99234008789062,245.88272094726562,246.99234008789062,13.00937557220459,13.138653755187988
Bidirectional LSTM,122,243.0923614501953,241.98782348632812,243.0923614501953,241.98782348632812,12.93130874633789,12.98772144317627
Bidirectional LSTM,123,240.01101684570312,240.69993591308594,240.01101684570312,240.69993591308594,12.832179069519043,12.957275390625
Bidirectional LSTM,124,237.94703674316406,238.36976623535156,237.94703674316406,238.36976623535156,12.753474235534668,12.837181091308594
Bidirectional LSTM,125,236.7664031982422,237.72976684570312,236.7664031982422,237.72976684570312,12.730841636657715,12.885926246643066
Bidirectional LSTM,126,233.8284454345703,234.435791015625,233.8284454345703,234.435791015625,12.62382698059082,12.7711763381958
Bidirectional LSTM,127,229.97314453125,226.40089416503906,229.97314453125,226.40089416503906,12.490354537963867,12.420644760131836
Bidirectional LSTM,128,224.8627471923828,224.7947235107422,224.8627471923828,224.7947235107422,12.297059059143066,12.382813453674316
Bidirectional LSTM,129,222.63502502441406,222.45318603515625,222.63502502441406,222.45318603515625,12.22671127319336,12.304398536682129
Bidirectional LSTM,130,220.12156677246094,220.43064880371094,220.12156677246094,220.43064880371094,12.144981384277344,12.251723289489746
Bidirectional LSTM,131,218.75205993652344,219.27066040039062,218.75205993652344,219.27066040039062,12.097036361694336,12.198750495910645
Bidirectional LSTM,132,217.99961853027344,217.30723571777344,217.99961853027344,217.30723571777344,12.09780502319336,12.138806343078613
Bidirectional LSTM,133,215.13856506347656,217.8893280029297,215.13856506347656,217.8893280029297,11.98476791381836,12.15575122833252
Bidirectional LSTM,134,214.00637817382812,215.56544494628906,214.00637817382812,215.56544494628906,11.945526123046875,12.071593284606934
Bidirectional LSTM,135,212.3988494873047,213.19247436523438,212.3988494873047,213.19247436523438,11.909201622009277,11.950094223022461
Bidirectional LSTM,136,211.1004638671875,210.48275756835938,211.1004638671875,210.48275756835938,11.849844932556152,11.90093994140625
Bidirectional LSTM,137,209.0187530517578,209.0447235107422,209.0187530517578,209.0447235107422,11.778277397155762,11.835127830505371
Bidirectional LSTM,138,206.76400756835938,208.10182189941406,206.76400756835938,208.10182189941406,11.692383766174316,11.811244010925293
Bidirectional LSTM,139,205.4134979248047,206.77281188964844,205.4134979248047,206.77281188964844,11.64566421508789,11.749491691589355
Bidirectional LSTM,140,204.52792358398438,207.09515380859375,204.52792358398438,207.09515380859375,11.62460708618164,11.721858978271484
Bidirectional LSTM,141,202.07373046875,203.27764892578125,202.07373046875,203.27764892578125,11.526249885559082,11.62232780456543
Bidirectional LSTM,142,201.28155517578125,202.3834991455078,201.28155517578125,202.3834991455078,11.503484725952148,11.61532974243164
Bidirectional LSTM,143,199.51844787597656,201.06842041015625,199.51844787597656,201.06842041015625,11.432147979736328,11.522072792053223
Bidirectional LSTM,144,198.00735473632812,199.59957885742188,198.00735473632812,199.59957885742188,11.367425918579102,11.495658874511719
Bidirectional LSTM,145,197.48951721191406,201.77734375,197.48951721191406,201.77734375,11.34900188446045,11.54511833190918
Bidirectional LSTM,146,196.7119598388672,197.41172790527344,196.7119598388672,197.41172790527344,11.314492225646973,11.38727855682373
Bidirectional LSTM,147,193.86293029785156,196.33950805664062,193.86293029785156,196.33950805664062,11.209208488464355,11.373922348022461
Bidirectional LSTM,148,193.51348876953125,195.4085235595703,193.51348876953125,195.4085235595703,11.199262619018555,11.296916007995605
Bidirectional LSTM,149,191.92575073242188,194.04559326171875,191.92575073242188,194.04559326171875,11.133614540100098,11.203458786010742
Bidirectional LSTM,150,190.68743896484375,193.7195281982422,190.68743896484375,193.7195281982422,11.091527938842773,11.21919059753418
LSTM with Dropout,1,4616.94873046875,4521.84716796875,4616.94873046875,4521.84716796875,60.645423889160156,59.73405456542969
LSTM with Dropout,2,4544.5361328125,4452.2197265625,4544.5361328125,4452.2197265625,60.04766082763672,59.15257263183594
LSTM with Dropout,3,4474.61083984375,4384.80615234375,4474.61083984375,4384.80615234375,59.469844818115234,58.58656692504883
LSTM with Dropout,4,4407.3955078125,4320.47900390625,4407.3955078125,4320.47900390625,58.90592575073242,58.04069900512695
LSTM with Dropout,5,4343.36767578125,4255.69091796875,4343.36767578125,4255.69091796875,58.3688850402832,57.48692321777344
LSTM with Dropout,6,4276.48291015625,4190.3349609375,4276.48291015625,4190.3349609375,57.80113220214844,56.92341613769531
LSTM with Dropout,7,4209.990234375,4124.19482421875,4209.990234375,4124.19482421875,57.23194885253906,56.34733963012695
LSTM with Dropout,8,4143.7353515625,4055.39453125,4143.7353515625,4055.39453125,56.658260345458984,55.74274444580078
LSTM with Dropout,9,4071.84716796875,3985.99853515625,4071.84716796875,3985.99853515625,56.03112030029297,55.126190185546875
LSTM with Dropout,10,4002.670166015625,3917.510986328125,4002.670166015625,3917.510986328125,55.42490768432617,54.512386322021484
LSTM with Dropout,11,3935.146484375,3853.097412109375,3935.146484375,3853.097412109375,54.82380294799805,53.92963409423828
LSTM with Dropout,12,3870.802978515625,3790.38623046875,3870.802978515625,3790.38623046875,54.23751449584961,53.35707092285156
LSTM with Dropout,13,3807.715087890625,3728.974609375,3807.715087890625,3728.974609375,53.673885345458984,52.791236877441406
LSTM with Dropout,14,3746.962158203125,3668.685791015625,3746.962158203125,3668.685791015625,53.11526870727539,52.230934143066406
LSTM with Dropout,15,3685.98828125,3609.530029296875,3685.98828125,3609.530029296875,52.558509826660156,51.676700592041016
LSTM with Dropout,16,3627.73828125,3551.280029296875,3627.73828125,3551.280029296875,52.010589599609375,51.12668991088867
LSTM with Dropout,17,3569.032470703125,3494.038330078125,3569.032470703125,3494.038330078125,51.463592529296875,50.5819206237793
LSTM with Dropout,18,3512.265869140625,3437.521728515625,3512.265869140625,3437.521728515625,50.93195343017578,50.03916931152344
LSTM with Dropout,19,3453.960205078125,3381.76806640625,3453.960205078125,3381.76806640625,50.37489318847656,49.50117874145508
LSTM with Dropout,20,3397.010009765625,3326.824951171875,3397.010009765625,3326.824951171875,49.825077056884766,48.966583251953125
LSTM with Dropout,21,3345.01806640625,3272.87255859375,3345.01806640625,3272.87255859375,49.32710647583008,48.43829345703125
LSTM with Dropout,22,3289.117431640625,3219.384033203125,3289.117431640625,3219.384033203125,48.78337097167969,47.911048889160156
