Model,Epoch,Train Loss,Validation Loss,Train MSE,Validation MSE,Train MAE,Validation MAE
Stacked LSTM,89,129.1553497314453,131.3024139404297,129.1553497314453,131.3024139404297,8.535872459411621,8.613335609436035
Stacked LSTM,90,126.86921691894531,128.73526000976562,126.86921691894531,128.73526000976562,8.439860343933105,8.473461151123047
Stacked LSTM,91,124.58921813964844,127.1141357421875,124.58921813964844,127.1141357421875,8.35881233215332,8.439783096313477
Stacked LSTM,92,122.77468872070312,126.4155044555664,122.77468872070312,126.4155044555664,8.277398109436035,8.404553413391113
Stacked LSTM,93,120.72290802001953,123.8012924194336,120.72290802001953,123.8012924194336,8.20814323425293,8.271020889282227
Stacked LSTM,94,118.81539154052734,127.22396087646484,118.81539154052734,127.22396087646484,8.126538276672363,8.526729583740234
Stacked LSTM,95,117.02428436279297,121.67388916015625,117.02428436279297,121.67388916015625,8.068309783935547,8.305510520935059
Stacked LSTM,96,115.59405517578125,120.7052001953125,115.59405517578125,120.7052001953125,8.007120132446289,8.195433616638184
Stacked LSTM,97,113.18285369873047,116.79507446289062,113.18285369873047,116.79507446289062,7.902602195739746,8.004021644592285
Stacked LSTM,98,111.94060516357422,117.05229187011719,111.94060516357422,117.05229187011719,7.86875581741333,8.050389289855957
Stacked LSTM,99,110.50609588623047,115.10099792480469,110.50609588623047,115.10099792480469,7.79611349105835,7.93860387802124
Stacked LSTM,100,109.970458984375,112.08476257324219,109.970458984375,112.08476257324219,7.789892196655273,7.711101055145264
Stacked LSTM,101,107.24909973144531,109.90978240966797,107.24909973144531,109.90978240966797,7.667316913604736,7.7046990394592285
Stacked LSTM,102,105.34954833984375,108.27721405029297,105.34954833984375,108.27721405029297,7.596983432769775,7.603226184844971
Stacked LSTM,103,102.97285461425781,107.40459442138672,102.97285461425781,107.40459442138672,7.504698276519775,7.605616092681885
Stacked LSTM,104,101.444091796875,106.02867126464844,101.444091796875,106.02867126464844,7.447686195373535,7.571521759033203
Stacked LSTM,105,101.55262756347656,104.97919464111328,101.55262756347656,104.97919464111328,7.462265968322754,7.550410270690918
Stacked LSTM,106,99.6434097290039,102.59941101074219,99.6434097290039,102.59941101074219,7.376481533050537,7.454207420349121
Stacked LSTM,107,96.80021667480469,107.36121368408203,96.80021667480469,107.36121368408203,7.255825519561768,7.612106800079346
Stacked LSTM,108,96.70117950439453,102.24556732177734,96.70117950439453,102.24556732177734,7.249728202819824,7.5100321769714355
Stacked LSTM,109,94.46066284179688,98.02908325195312,94.46066284179688,98.02908325195312,7.173555374145508,7.239465713500977
Stacked LSTM,110,93.34022521972656,97.1960678100586,93.34022521972656,97.1960678100586,7.126415729522705,7.223928928375244
Stacked LSTM,111,93.3492431640625,95.92546844482422,93.3492431640625,95.92546844482422,7.133301258087158,7.118535041809082
Stacked LSTM,112,90.77938842773438,94.34602355957031,90.77938842773438,94.34602355957031,7.021744251251221,7.130107879638672
Stacked LSTM,113,89.33505249023438,97.84198760986328,89.33505249023438,97.84198760986328,6.968903541564941,7.321249008178711
Stacked LSTM,114,88.73477172851562,94.0994644165039,88.73477172851562,94.0994644165039,6.944675445556641,7.127416610717773
Stacked LSTM,115,87.06843566894531,90.28703308105469,87.06843566894531,90.28703308105469,6.8720574378967285,6.947540283203125
Stacked LSTM,116,85.5587387084961,88.4854736328125,85.5587387084961,88.4854736328125,6.803393363952637,6.865408897399902
Stacked LSTM,117,84.7213363647461,88.3233871459961,84.7213363647461,88.3233871459961,6.765517711639404,6.816608905792236
Stacked LSTM,118,83.47213745117188,86.67933654785156,83.47213745117188,86.67933654785156,6.711021900177002,6.75083065032959
Stacked LSTM,119,82.30057525634766,88.2017593383789,82.30057525634766,88.2017593383789,6.673262596130371,6.847733020782471
Stacked LSTM,120,81.50471496582031,87.69508361816406,81.50471496582031,87.69508361816406,6.630027770996094,6.877073287963867
Stacked LSTM,121,80.1170883178711,88.15660858154297,80.1170883178711,88.15660858154297,6.577538967132568,6.759374141693115
Stacked LSTM,122,79.14229583740234,83.27767944335938,79.14229583740234,83.27767944335938,6.518790245056152,6.6765031814575195
Stacked LSTM,123,77.89122772216797,82.6725845336914,77.89122772216797,82.6725845336914,6.463982105255127,6.544977188110352
Stacked LSTM,124,77.0684814453125,84.95942687988281,77.0684814453125,84.95942687988281,6.432380199432373,6.598382472991943
Stacked LSTM,125,76.38192749023438,79.82450103759766,76.38192749023438,79.82450103759766,6.399693012237549,6.521921157836914
Stacked LSTM,126,74.98302459716797,79.94149017333984,74.98302459716797,79.94149017333984,6.335023880004883,6.459524154663086
Stacked LSTM,127,74.73632049560547,77.87310791015625,74.73632049560547,77.87310791015625,6.311769008636475,6.3886399269104
Stacked LSTM,128,73.86370849609375,79.63048553466797,73.86370849609375,79.63048553466797,6.289680480957031,6.508255481719971
Stacked LSTM,129,72.71150207519531,77.69432067871094,72.71150207519531,77.69432067871094,6.236217975616455,6.459136009216309
Stacked LSTM,130,71.39107513427734,76.70645141601562,71.39107513427734,76.70645141601562,6.168627738952637,6.2543535232543945
Stacked LSTM,131,70.9864501953125,80.1563720703125,70.9864501953125,80.1563720703125,6.146272659301758,6.608189105987549
Stacked LSTM,132,70.279296875,76.25252532958984,70.279296875,76.25252532958984,6.110788822174072,6.297356128692627
Stacked LSTM,133,69.33364868164062,75.22467041015625,69.33364868164062,75.22467041015625,6.076642990112305,6.234286785125732
Stacked LSTM,134,68.0323257446289,74.467041015625,68.0323257446289,74.467041015625,6.004695415496826,6.178188323974609
Stacked LSTM,135,68.43995666503906,82.51546478271484,68.43995666503906,82.51546478271484,6.035341262817383,6.695862770080566
Stacked LSTM,136,67.2088851928711,72.39398956298828,67.2088851928711,72.39398956298828,5.991368293762207,6.120790481567383
Stacked LSTM,137,66.49638366699219,70.80461883544922,66.49638366699219,70.80461883544922,5.928731918334961,6.0260820388793945
Stacked LSTM,138,65.58850860595703,71.02787017822266,65.58850860595703,71.02787017822266,5.887477397918701,6.044877529144287
Stacked LSTM,139,65.70416259765625,70.10995483398438,65.70416259765625,70.10995483398438,5.890537738800049,5.999803066253662
Stacked LSTM,140,64.6025619506836,69.01441955566406,64.6025619506836,69.01441955566406,5.841239929199219,6.066138744354248
Stacked LSTM,141,63.88641357421875,68.22956848144531,63.88641357421875,68.22956848144531,5.805232524871826,5.958738803863525
Stacked LSTM,142,63.741050720214844,70.87687683105469,63.741050720214844,70.87687683105469,5.794521808624268,5.993008613586426
Stacked LSTM,143,62.14065933227539,68.54925537109375,62.14065933227539,68.54925537109375,5.711991310119629,5.858395576477051
Stacked LSTM,144,62.5060920715332,66.0576400756836,62.5060920715332,66.0576400756836,5.729233264923096,5.824860572814941
Stacked LSTM,145,61.185829162597656,67.9444808959961,61.185829162597656,67.9444808959961,5.662191867828369,5.847840309143066
Stacked LSTM,146,60.654911041259766,65.05650329589844,60.654911041259766,65.05650329589844,5.622953414916992,5.701708793640137
Stacked LSTM,147,61.62705612182617,65.4361801147461,61.62705612182617,65.4361801147461,5.6795430183410645,5.766140460968018
Stacked LSTM,148,59.69882583618164,65.37509155273438,59.69882583618164,65.37509155273438,5.5719218254089355,5.747074127197266
Stacked LSTM,149,58.70658874511719,64.20460510253906,58.70658874511719,64.20460510253906,5.524881839752197,5.709339618682861
Stacked LSTM,150,58.679832458496094,69.26355743408203,58.679832458496094,69.26355743408203,5.520240783691406,5.982524394989014
Deep LSTM,1,4444.791015625,4184.4140625,4444.791015625,4184.4140625,59.20581817626953,56.862098693847656
Deep LSTM,2,4109.1728515625,3943.7138671875,4109.1728515625,3943.7138671875,56.346675872802734,54.737335205078125
Deep LSTM,3,3892.50634765625,3744.4775390625,3892.50634765625,3744.4775390625,54.419437408447266,52.92392349243164
Deep LSTM,4,3701.09619140625,3564.312744140625,3701.09619140625,3564.312744140625,52.68308639526367,51.24039840698242
Deep LSTM,5,3525.737060546875,3397.297119140625,3525.737060546875,3397.297119140625,51.050865173339844,49.64620590209961
Deep LSTM,6,3362.0830078125,3240.5673828125,3362.0830078125,3240.5673828125,49.48681640625,48.119285583496094
Deep LSTM,7,3207.785400390625,3092.5849609375,3207.785400390625,3092.5849609375,47.991573333740234,46.64731216430664
Deep LSTM,8,3061.732177734375,2952.263916015625,3061.732177734375,2952.263916015625,46.536216735839844,45.22615432739258
Deep LSTM,9,2923.17724609375,2819.021728515625,2923.17724609375,2819.021728515625,45.13288879394531,43.85560607910156
Deep LSTM,10,2791.443359375,2692.500732421875,2791.443359375,2692.500732421875,43.78852081298828,42.539825439453125
Deep LSTM,11,2666.176025390625,2571.84716796875,2666.176025390625,2571.84716796875,42.49778366088867,41.27560806274414
Deep LSTM,12,2547.031494140625,2457.4189453125,2547.031494140625,2457.4189453125,41.26322937011719,40.07345962524414
Deep LSTM,13,2433.716552734375,2348.956298828125,2433.716552734375,2348.956298828125,40.08640670776367,38.94219207763672
Deep LSTM,14,2326.083251953125,2245.468505859375,2326.083251953125,2245.468505859375,38.97163009643555,37.87948989868164
Deep LSTM,15,2223.858642578125,2147.5830078125,2223.858642578125,2147.5830078125,37.932857513427734,36.8958854675293
Deep LSTM,16,2126.808349609375,2054.85205078125,2126.808349609375,2054.85205078125,36.973167419433594,35.984153747558594
Deep LSTM,17,2034.6722412109375,1966.91943359375,2034.6722412109375,1966.91943359375,36.07560348510742,35.14315414428711
Deep LSTM,18,1947.3909912109375,1883.2862548828125,1947.3909912109375,1883.2862548828125,35.24885940551758,34.374271392822266
Deep LSTM,19,1864.8406982421875,1804.5933837890625,1864.8406982421875,1804.5933837890625,34.492366790771484,33.68585205078125
Deep LSTM,20,1786.8663330078125,1730.59326171875,1786.8663330078125,1730.59326171875,33.80801010131836,33.07357406616211
Deep LSTM,21,1713.2960205078125,1660.6611328125,1713.2960205078125,1660.6611328125,33.18720245361328,32.5186882019043
Deep LSTM,22,1644.0147705078125,1595.0426025390625,1644.0147705078125,1595.0426025390625,32.610042572021484,32.00979232788086
Deep LSTM,23,1578.89013671875,1533.6683349609375,1578.89013671875,1533.6683349609375,32.081398010253906,31.540958404541016
Deep LSTM,24,1517.82470703125,1476.096435546875,1517.82470703125,1476.096435546875,31.5926456451416,31.102705001831055
Deep LSTM,25,1460.7618408203125,1422.4498291015625,1460.7618408203125,1422.4498291015625,31.136043548583984,30.692527770996094
Deep LSTM,26,1407.5770263671875,1372.464599609375,1407.5770263671875,1372.464599609375,30.709136962890625,30.31153678894043
Deep LSTM,27,1358.1337890625,1326.301025390625,1358.1337890625,1326.301025390625,30.311546325683594,29.961179733276367
Deep LSTM,28,1312.306640625,1283.5372314453125,1312.306640625,1283.5372314453125,29.942176818847656,29.63768768310547
Deep LSTM,29,1269.98486328125,1244.2603759765625,1269.98486328125,1244.2603759765625,29.601943969726562,29.340654373168945
Deep LSTM,30,1231.0760498046875,1208.369384765625,1231.0760498046875,1208.369384765625,29.27800750732422,29.067869186401367
Deep LSTM,31,1195.3753662109375,1175.5155029296875,1195.3753662109375,1175.5155029296875,28.981033325195312,28.81847381591797
Deep LSTM,32,1162.8197021484375,1145.827880859375,1162.8197021484375,1145.827880859375,28.712289810180664,28.593290328979492
Deep LSTM,33,1133.2572021484375,1118.7608642578125,1133.2572021484375,1118.7608642578125,28.461013793945312,28.38868522644043
Deep LSTM,34,1106.508056640625,1094.711669921875,1106.508056640625,1094.711669921875,28.231523513793945,28.204994201660156
Deep LSTM,35,1082.529541015625,1073.14697265625,1082.529541015625,1073.14697265625,28.025768280029297,28.036924362182617
Deep LSTM,36,1061.162841796875,1054.1849365234375,1061.162841796875,1054.1849365234375,27.834232330322266,27.88607406616211
Deep LSTM,37,1042.308837890625,1037.6741943359375,1042.308837890625,1037.6741943359375,27.66555404663086,27.75181007385254
Deep LSTM,38,1025.7926025390625,1023.2433471679688,1025.7926025390625,1023.2433471679688,27.51329803466797,27.632232666015625
Deep LSTM,39,1011.3641357421875,1010.7658081054688,1011.3641357421875,1010.7658081054688,27.375951766967773,27.52758026123047
Deep LSTM,40,998.9344482421875,1000.2833862304688,998.9344482421875,1000.2833862304688,27.258520126342773,27.43817138671875
Deep LSTM,41,988.33642578125,991.4405517578125,988.33642578125,991.4405517578125,27.156116485595703,27.36039924621582
Deep LSTM,42,979.3554077148438,984.0687866210938,979.3554077148438,984.0687866210938,27.065534591674805,27.293779373168945
Deep LSTM,43,971.8670654296875,978.1856689453125,971.8670654296875,978.1856689453125,26.988956451416016,27.238357543945312
Deep LSTM,44,965.7222900390625,973.1543579101562,965.7222900390625,973.1543579101562,26.923099517822266,27.189172744750977
Deep LSTM,45,960.7310180664062,969.40966796875,960.7310180664062,969.40966796875,26.8680477142334,27.150983810424805
Deep LSTM,46,956.7583618164062,966.5267333984375,956.7583618164062,966.5267333984375,26.82241439819336,27.120258331298828
Deep LSTM,47,953.6403198242188,964.273681640625,953.6403198242188,964.273681640625,26.78528594970703,27.094635009765625
Deep LSTM,48,951.2171630859375,962.7162475585938,951.2171630859375,962.7162475585938,26.75353240966797,27.075788497924805
Deep LSTM,49,949.3941650390625,961.6073608398438,949.3941650390625,961.6073608398438,26.727914810180664,27.0614013671875
Deep LSTM,50,850.9518432617188,569.511962890625,850.9518432617188,569.511962890625,24.443830490112305,17.984874725341797
Deep LSTM,51,544.0565795898438,508.8233642578125,544.0565795898438,508.8233642578125,17.42435646057129,16.74207878112793
Deep LSTM,52,491.2767333984375,462.12896728515625,491.2767333984375,462.12896728515625,16.446331024169922,15.765527725219727
Deep LSTM,53,448.5003356933594,426.07501220703125,448.5003356933594,426.07501220703125,15.653241157531738,15.19190788269043
Deep LSTM,54,415.5367431640625,396.75091552734375,415.5367431640625,396.75091552734375,15.064873695373535,14.741140365600586
Deep LSTM,55,389.1011962890625,372.09454345703125,389.1011962890625,372.09454345703125,14.661825180053711,14.326953887939453
Deep LSTM,56,364.74462890625,350.106201171875,364.74462890625,350.106201171875,14.223811149597168,13.879219055175781
Deep LSTM,57,347.1060485839844,336.739013671875,347.1060485839844,336.739013671875,13.973233222961426,13.938074111938477
Deep LSTM,58,328.73931884765625,317.2271728515625,328.73931884765625,317.2271728515625,13.689273834228516,13.495329856872559
Deep LSTM,59,310.58135986328125,298.1334228515625,310.58135986328125,298.1334228515625,13.342095375061035,13.112356185913086
Deep LSTM,60,294.54058837890625,282.1950988769531,294.54058837890625,282.1950988769531,13.039745330810547,12.70306396484375
Deep LSTM,61,281.66778564453125,273.2478332519531,281.66778564453125,273.2478332519531,12.819624900817871,12.752006530761719
Deep LSTM,62,266.7584228515625,258.69146728515625,266.7584228515625,258.69146728515625,12.505477905273438,12.377272605895996
Deep LSTM,63,256.84454345703125,247.59478759765625,256.84454345703125,247.59478759765625,12.326576232910156,12.180679321289062
Deep LSTM,64,244.1806640625,237.1233367919922,244.1806640625,237.1233367919922,12.020883560180664,11.943255424499512
Deep LSTM,65,233.32815551757812,226.58316040039062,233.32815551757812,226.58316040039062,11.774603843688965,11.732117652893066
Deep LSTM,66,225.32647705078125,218.7498321533203,225.32647705078125,218.7498321533203,11.608376502990723,11.340530395507812
